지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
119,2019-01-11,2.2,-1.1,1,7.3,1408,,,,,,,3.5,200,1229,2.2,140,1057,.8,728,-2.9,48,1525,70.1,4.9,1021,1027.9,720,1022.6,2317,1025.4,9.8,6.4,1300,1.47,8.05,,,,,,7.8,5.4,-.6,-2.9,,,,,,,,,,.9,1.3,,
119,2019-01-12,2.4,-2.8,2354,9.1,1435,,,,,,,5.8,270,1553,3.8,270,1547,1,891,-4,39,1341,64.6,4.6,1018.9,1024.8,2355,1021.3,1421,1023.3,9.8,4.5,1200,1.41,7.06,,,,,,5,4.4,-.1,-5.6,,,,,,,,,,1,1.4,,
119,2019-01-13,.2,-5.6,630,8.1,1436,,,,,,,4.9,250,1651,3.1,250,1555,1.1,936,-4,32,1450,77.9,4.6,1021.6,1027.2,2304,1024.8,1,1026.1,9.8,8.7,1200,1.7,10.06,,,,,,0,0,-2.5,-8.9,,,,,,,,,,1.2,1.8,,
119,2019-01-14,0,-4.5,633,4.7,1515,,,,,,,3.1,200,1334,2.1,250,1843,.7,612,-2.1,62,1535,87.3,5.2,1021.6,1028.7,1014,1023.7,2354,1026.1,9.9,0,1200,1.05,5.29,,,,,,6.1,4.1,-1.2,-8.2,,,,,,,,,,.6,.8,0,10.55
119,2019-01-15,-1.1,-6.7,2336,3.9,1416,1.15,,,,,0,11,290,1544,6.7,320,1551,2.5,2150,-7.3,41,1548,63.5,3.7,1020.1,1028.2,2307,1022.6,549,1024.5,9.9,3.6,1400,1.38,5.84,,,,,,3.5,2.9,-1.8,-8.1,,,,,,,,,,1,1.5,0,
119,2019-01-16,-4.5,-9.4,700,-.4,1536,2.42,,,,,0,6.8,320,1236,3.9,270,1420,2,1728,-14,23,1322,49.5,2.2,1022.9,1030,1035,1025.4,2350,1027.5,9.9,8.5,1300,1.87,10.49,,,,,,4.6,3.3,-4.9,-12,,,,,,,,,,1.1,1.6,.1,
119,2019-01-17,-.4,-4.5,2350,5.7,1355,4.22,,,,,.1,8.5,270,1409,5.3,270,1413,1.6,1418,-9.2,14,1458,60.8,3.3,1020.4,1028,2319,1022.8,552,1024.8,9.9,9.1,1200,1.93,11.3,.1,528,.1,528,.1,2.4,2.3,-2.9,-8.3,,,,,,,,,,1.7,2.4,,
119,2019-01-18,-.4,-7.6,743,7.4,1429,,,,,,,6,290,1514,3.6,270,1517,.8,714,-6.6,29,1210,66.6,3.8,1023.5,1030.2,840,1026.5,1418,1028,10,8.7,1200,1.81,10.68,,,,,,2.4,1.5,-3.8,-11,,,,,,,,,,1.3,1.8,,
119,2019-01-19,2.4,-2.4,421,9.2,1504,,,,,,,4.5,200,1138,2.8,140,1118,.8,676,-2.6,46,1512,70.5,5.1,1018.4,1027.3,18,1018.8,2326,1022.8,10,6.1,1100,1.57,8.32,,,,,,6.6,4.1,-1,-5.3,,,,,,,,,,1.1,1.5,,
119,2019-01-20,-.4,-5.1,2352,4,27,,,,,,,9.9,290,1313,5.5,320,1121,3.1,2653,-11.6,25,1409,45.1,2.8,1018.5,1026.6,2320,1018.5,128,1022.9,10,9.4,1200,1.97,11.62,,,,,,1.1,.8,-2.2,-7.4,,,,,,,,,,1.9,2.7,,
119,2019-01-21,-1.3,-8.1,422,6.4,1418,1.02,,,,,0,10.7,250,1519,5.5,250,1507,1.9,1599,-7.1,42,1,64.8,3.8,1017.9,1026.7,2,1019.8,1623,1022.4,10,2.6,1400,1.32,5.85,,,,,,3.8,3.6,-2.7,-10.8,,,,,,,,,,.8,1.2,0,
119,2019-01-22,.4,-4.9,608,7.8,1356,,,,,,,7.1,250,1552,4.4,270,1526,1.3,1081,-3,45,1551,79.8,4.9,1015.7,1021.3,951,1018.7,1434,1020.1,10.1,8.2,1300,1.44,9.79,,,,,,1.3,1.3,-2.4,-8.6,,,,,,,,,,1.1,1.6,,
119,2019-01-23,1.5,-4.2,516,9.1,1342,,,,,,,9.2,250,1528,5.2,290,1434,1.8,1583,-7.2,26,1342,60,3.8,1016.4,1024.1,2345,1018.3,531,1020.8,10.1,8.7,1300,1.79,10.53,,,,,,.5,0,-2.1,-7.7,,,,,,,,,,1.9,2.7,,
119,2019-01-24,-.8,-6.4,727,7.4,1429,,,,,,,5.8,250,1455,4,250,1500,1.4,1175,-12.9,14,1348,42.9,2.3,1020.6,1026.6,1026,1023.9,1416,1025.1,10.1,9.6,1200,1.94,11.7,,,,,,.9,0,-3.5,-10.1,,,,,,,,,,1.7,2.4,,
119,2019-01-25,-1.2,-6.3,750,4.4,1223,,,,,,,8.9,270,1533,5.4,270,1540,2.2,1933,-13.3,21,1203,44.4,2.3,1020.2,1026.7,2352,1022.6,1512,1024.7,10.1,9.3,1200,1.99,11.65,,,,,,2.1,0,-3.4,-9.4,,,,,,,,,,2.2,3.2,,
119,2019-01-26,-2.6,-6.1,752,3.6,1426,,,,,,,10,320,455,6.3,320,504,2.5,2121,-14.2,22,1355,41.6,2.1,1024.3,1030.5,1007,1026.6,1,1028.8,10.2,9.7,1200,2.06,12.4,,,,,,0,0,-4.7,-8.3,,,,,,,,,,1.5,2.1,,
119,2019-01-27,-.9,-8.8,654,5.4,1325,,,,,,,6.1,250,1434,3.9,250,1544,1.5,1323,-6.9,38,1252,64.9,3.8,1023,1031.6,708,1022,2350,1027.5,10.2,7.7,1200,2,10.63,,,,,,4.1,1.3,-3.1,-11.9,,,,,,,,,,1.2,1.7,.4,
119,2019-01-28,1.7,-3.1,2349,5,1402,1.7,,,,,.4,10.1,340,1118,6.2,320,1119,3,2559,-9.3,24,1156,48.5,3.4,1018.6,1026.8,2201,1019.5,534,1023,10.2,8.5,1200,2.02,11.9,,,,,,2.6,2.3,.8,-6.4,,,,,,,,,,2,2.8,,
119,2019-01-29,-.7,-6.7,628,7.4,1522,,,,,,,6,110,1016,3.8,110,1024,1.2,1037,-11.9,21,1445,44.9,2.5,1023.8,1030.2,1108,1026.5,1,1028.3,10.3,9.5,1200,2.05,12.34,,,,,,2.9,0,-2.4,-10.1,,,,,,,,,,1.6,2.3,,
119,2019-01-30,2,-4.1,644,8.9,1424,,,,,,,6.3,250,1612,3.9,250,1617,1.1,982,-4,41,1422,66,4.6,1021.7,1028.9,244,1023.3,2344,1026.1,10.3,8.4,1200,1.86,10.3,,,,,,6.3,1.9,0,-7.5,,,,,,,,,,1.4,1.9,,
119,2019-01-31,-1.1,-5.5,2348,2.4,1,,,,,,,7.1,290,2015,4.2,270,1602,2.4,2084,-15.9,18,1525,34.1,2,1017.3,1024.3,2331,1019.6,1421,1021.7,10.3,3.5,1400,1.6,6.33,,,,,,7,5.1,-.1,-7.2,,,,,,,,,,1.5,2.1,,
119,2019-02-01,-2.2,-8.6,602,4.8,1320,.67,,,,,0,8.7,250,1220,5.1,270,1227,1.6,1409,-8.6,34,1,64.1,3.4,1020.1,1025.8,1106,1023.5,1807,1024.6,10.3,6.9,1200,2.09,10.88,,,,,,2.6,2.6,-2.8,-11.6,,,,,,,,,,1.1,1.6,0,
119,2019-02-02,1.5,-5.4,522,7,1546,.17,,,,,0,5.7,110,2238,3.4,90,2226,1.4,1231,-3.6,50,1548,70.5,4.7,1018,1024.9,247,1019,2346,1022.4,10.4,1.1,1500,.84,4.8,,,,,,7.6,6.8,.1,-9.1,,,,,,,,,,.8,1.2,13.3,
119,2019-02-03,3.7,1.2,2400,6.1,1512,19.5,,,,,22.7,7.3,290,2124,4.3,290,2127,2.3,1981,3.4,55,1,98.1,7.8,1008.9,1019.3,2359,1008.7,1359,1013.3,10.4,0,1100,.1,.56,,,,,,8.9,7.6,1.6,0,,,,,,,,,,.3,.4,9.4,1.25
119,2019-02-04,-.3,-3.5,2355,4.6,1339,,,,,,,6.5,250,1434,4.1,250,1437,1.8,1583,-10.1,21,1355,50.8,2.9,1021.7,1028.6,1040,1019.3,1,1026.1,10.4,8.4,1200,2.2,12.92,,,,,,2.6,0,1,-5.2,,,,,,,,,,1.6,2.4,,
119,2019-02-05,1.3,-5.4,503,10.1,1446,,,,,,,5,140,1335,3.2,140,1158,.9,803,-8.2,22,1413,54.5,3.3,1017.4,1026.5,215,1018.7,2344,1021.8,10.5,7.6,1200,2.01,11.78,,,,,,3.9,.3,1.2,-6.6,,,,,,,,,,1.5,2.2,,
119,2019-02-06,4.8,-2.2,214,11.6,1457,,,,,,,5.1,270,1605,3.3,270,1547,.9,819,-1.2,45,1248,66.4,5.7,1012.4,1019.1,20,1014.8,1412,1016.7,10.5,2.3,1200,1.44,6.91,,,,,,8.9,5.8,1.7,-4.2,,,,,,,,,,1.1,1.5,0,
119,2019-02-07,-.9,-7.3,2345,6.1,1,1.58,,,,,0,9.8,320,815,5.9,340,820,3.4,2956,-10.9,14,1423,50.4,3.1,1018.6,1028.8,2340,1016.5,14,1023,10.5,8.7,1300,2.27,13.46,,,,,,5,2.6,2.1,-7.7,,,,,,,,,,2.1,2.9,,
119,2019-02-08,-5.1,-9.5,742,.4,1356,,,,,,,6.9,20,15,4.2,340,20,2,1746,-17.1,24,1359,38.8,1.6,1022.1,1029.4,855,1024,2346,1026.7,10.6,7.8,1200,2.21,12.45,,,,,,6.4,.9,-.8,-9.4,,,,,,,,,,1.6,2.2,,
119,2019-02-09,-4.2,-7.5,725,-.5,1339,,,,,,,8.4,320,1402,4.9,340,1403,2.8,2436,-18.8,21,1403,31.8,1.4,1024.2,1032.7,2400,1024.1,11,1028.8,10.6,9.9,1200,2.28,13.66,,,,,,4.8,1.5,-.5,-8.1,,,,,,,,,,1.8,2.6,,
119,2019-02-10,-4.3,-8.8,627,-.4,1510,,,,,,,6.2,270,1713,3.8,250,1705,1.5,1310,-15.7,26,1237,41.1,1.8,1026.8,1033,14,1029.5,1441,1031.3,10.7,.7,1200,1.42,7.67,,,,,,7.5,4.9,-1.4,-10.4,,,,,,,,,,1.1,1.6,,
119,2019-02-11,-2.5,-7.5,724,3.1,1513,,,,,,,7.9,250,1637,4.9,250,1658,2,1715,-13.6,24,1211,44,2.2,1027.8,1034.5,2240,1029.9,422,1032.3,10.7,9.8,1200,2.34,14.49,,,,,,0,0,-.3,-9.5,,,,,,,,,,1.6,2.3,,
119,2019-02-12,-.1,-5.7,137,5.3,1334,.5,,,,,0,5.9,320,1354,3.5,340,1507,1.6,1349,-10.7,22,1535,47.6,2.8,1029.9,1036.7,906,1032.4,1512,1034.4,10.7,8.6,1200,2.12,12.52,,,,,,5.6,2.4,.7,-7.5,,,,,,,,,,1.7,2.5,,
119,2019-02-13,-1.4,-4.9,657,3.8,1424,,,,,,,8.1,290,1336,4.8,250,1625,2.2,1891,-15.3,19,1031,34.8,1.9,1028.9,1035.4,947,1031.7,1454,1033.4,10.8,9.4,1200,2.21,13.72,,,,,,2.9,1.6,.7,-7.1,,,,,,,,,,2,2.9,,
119,2019-02-14,-.2,-5.7,517,6.7,1504,,,,,,,6.3,290,1515,4,270,1531,1.3,1148,-14.2,21,1505,35.1,2.1,1026.8,1034.2,854,1027.7,1756,1031.3,10.8,9.1,1300,2.28,13.65,,,,,,7.1,2.1,.9,-7.6,,,,,,,,,,1.8,2.6,.2,
119,2019-02-15,-.6,-2.2,2359,1,1508,10.3,,,,,2.6,7.6,290,1913,4.6,290,1921,1.5,1333,-3.5,44,155,81.6,4.8,1019.9,1029.2,1,1021.7,1742,1024.3,10.8,0,1200,.66,3.45,1.5,1750,1.5,1750,2.5,9,7.8,-.2,-4.6,,,,,,,,,,.5,.7,2.5,
119,2019-02-16,-1.7,-4.2,2213,2.2,1445,3.83,,,,,.1,6.8,250,1450,4.4,250,1559,2.2,1930,-7.5,45,1621,65.4,3.5,1020.4,1026,2338,1022.7,1,1024.8,10.9,9.1,1300,1.9,12.28,.1,250,1.6,250,.1,3.8,3.8,.9,-6.3,,,,,,,,,,1.2,1.8,,
119,2019-02-17,-1.9,-8.3,628,4.9,1311,,,,,,,6.4,250,1423,4.1,250,1359,1.6,1380,-9.8,28,1417,57.5,2.9,1022.4,1028.4,2258,1025.6,1659,1026.9,10.9,10.4,1200,2.47,15.98,,,,,,.1,0,.8,-9.5,,,,,,,,,,1.7,2.4,,
119,2019-02-18,.3,-6.2,542,6.1,1327,,,,,,,4,250,1625,2.7,270,1625,.9,795,-6.1,30,1455,65.3,3.9,1021.5,1028.2,927,1023.8,2354,1026,10.9,4.8,1200,1.93,9.77,,,,,,7.3,4.5,0,-7.8,,,,,,,,,,1.1,1.6,4.5,
119,2019-02-19,1.1,-1.1,2310,4.1,1450,11.17,,,,,8,5.1,320,1537,3.3,270,1519,1.3,1096,.5,62,48,96,6.3,1015.4,1023.8,1,1016.9,1407,1019.7,11,.2,1400,1.27,4.17,3.9,1040,3.9,1040,3.9,8.5,7.6,-.1,-3.7,,,,,,,,,,.5,.7,3.5,
119,2019-02-20,1.5,-1.9,2400,5.4,1413,1.5,,,,,0,6.8,290,1215,4.2,270,1246,1.8,1577,-1.7,58,1415,79.9,5.4,1021.5,1028.2,2326,1021.7,20,1025.9,11,.8,1400,1.01,6.11,,,.4,1,,6.3,5.8,.9,-4.7,,,,,,,,,,.8,1.1,,
119,2019-02-21,.9,-4.3,604,8.9,1531,,,,,,,5.2,290,1735,3.7,270,1741,1.1,940,-3.4,41,1428,75.8,4.8,1022.7,1029,1054,1025.2,1645,1027.1,11,9.7,1200,2.3,15.02,,,,,,.9,.1,2.5,-6.7,,,,,,,,,,1.7,2.5,,
119,2019-02-22,2.3,-3.5,635,11.3,1414,,,,,,,5.3,250,1522,3.3,250,1454,1.1,946,-2.4,31,1405,75.1,5.1,1018.1,1025.9,5,1019.7,1517,1022.5,11.1,8.7,1200,2.35,14.13,,,,,,6.4,0,2.4,-6,,,,,,,,,,1.8,2.6,,
119,2019-02-23,4.9,-2,542,14.8,1524,,,,,,,5.5,90,1257,3.7,140,1211,1.1,970,-3.5,21,1458,62.5,4.8,1019.5,1025.2,933,1021.7,115,1023.8,11.1,8.4,1200,2.54,15.62,,,,,,3.1,0,3.9,-3.9,,,,,,,,,,2.3,3.2,,
119,2019-02-24,5,-2,704,13.6,1323,,,,,,,6.7,250,1256,4.5,250,1313,1.3,1098,-1.7,27,1333,66.8,5.4,1018.9,1025.9,847,1020.8,1728,1023.3,11.2,10.2,1300,2.47,16.12,,,,,,2.1,0,4,-4.3,,,,,,,,,,2.3,3.2,,
119,2019-02-25,3.8,-1.1,2400,11,1354,,,,,,,6.1,250,1527,4.1,270,1448,1.6,1349,-.9,45,1423,74.3,5.8,1017.9,1023.8,1001,1020.4,1426,1022.3,11.2,6.9,1200,2.39,12.6,,,,,,4.3,2.3,4.6,-3.9,,,,,,,,,,1.6,2.3,,
119,2019-02-26,4.2,-3.5,546,11.9,1417,,,,,,,5.9,270,1512,3.8,250,1453,1.4,1189,-4.7,23,1558,57.6,4.3,1020.1,1026.7,938,1022.6,1552,1024.5,11.2,9.2,1200,2.52,16.32,,,,,,3.9,2.5,4,-5.9,,,,,,,,,,2.4,3.4,,
119,2019-02-27,6.7,2.4,640,12.8,1248,,,,,,,5.4,200,1358,3.6,200,1554,1.4,1179,-2.9,22,1404,52.4,5,1017.5,1024.6,140,1019.1,1818,1021.8,11.3,5,1200,2.02,10.97,,,,,,8,4,5.1,.3,,,,,,,,,,1.9,2.7,,
119,2019-02-28,5,-1.4,625,14,1345,,,,,,,7.5,270,1559,5,270,1601,1.4,1190,-2.9,31,1408,61.3,5,1015.2,1021.1,911,1017.1,1327,1019.5,11.3,8.7,1300,2.16,13.32,,,,,,3.1,0,4.1,-3.8,,,,,,,,,,2,2.9,,
119,2019-03-01,4.8,-1.5,418,13.9,1346,,,,,,,7.2,270,1614,5,270,1623,1.6,1369,-1.5,31,1242,68.6,5.5,1018.1,1024,903,1020.8,1423,1022.4,11.4,9.6,1200,2.35,15.29,,,,,,.5,0,4,-4.6,,,,,,,,,,2.2,3.2,,3.52
119,2019-03-02,6.1,-1.9,605,14.6,1403,,,,,,,4.4,180,1307,2.6,180,1425,.9,750,-2.1,24,1404,61.9,5.3,1015.2,1022.7,144,1017.1,1752,1019.5,11.4,6.2,1200,2.36,13.06,,,,,,6,0,4.4,-4.4,,,,,,,,,,1.9,2.8,,
119,2019-03-03,8.1,-1.2,650,16.6,1411,,,,,,,5.5,270,1422,3.7,270,1632,1,864,-1.8,20,1246,55.6,5.4,1009,1017.5,115,1010.7,1508,1013.3,11.4,8,1200,2.15,13.23,,,,,,5.8,2.6,6,-3.6,,,,,,,,,,2.2,3.2,,
119,2019-03-04,7.7,3,726,15.9,1400,,,,,,,6.2,290,1724,4.1,270,1533,1.4,1236,1.3,30,1549,68,6.8,1010.1,1019.5,2351,1010.7,301,1014.4,11.5,8.6,1200,2.21,13.79,,,,,,3.3,.5,7.2,-.1,,,,,,,,,,2.2,3.1,,.25
119,2019-03-05,7.3,1.8,518,13.8,1450,,,,,,,7.5,250,1641,4.1,270,1648,1.3,1130,2.4,41,1508,74,7.3,1016.4,1022,905,1019.3,50,1020.7,11.5,2.7,1100,1.81,10.24,,,,,,9.5,6.5,6.5,-1.5,,,,,,,,,,1.5,2.1,,8.5
119,2019-03-06,7.2,3.2,2357,12.4,1529,,,,,,,6.2,340,1629,3.5,360,1609,1.5,1311,2.8,50,1013,75.3,7.5,1012.3,1020.3,1,1013.8,1658,1016.6,11.6,1.2,1400,1.13,8.42,,,,,,6.4,4.4,7,1.5,,,,,,,,,,1.2,1.7,,
119,2019-03-07,5.7,-.1,635,13.8,1405,,,,,,,9.9,250,1615,6.5,270,1620,1.8,1596,.4,36,1406,72.4,6.3,1015.9,1024.2,2317,1015.8,13,1020.2,11.6,10,1200,2.55,15.66,,,,,,1.3,1.1,6.6,-3.1,,,,,,,,,,2.2,3.1,,3.2
119,2019-03-08,4.8,-1.3,456,13.8,1424,,,,,,,6.8,320,1441,3.9,320,1627,1.6,1352,-3.6,23,1425,61.4,4.7,1021.2,1027.1,910,1024,28,1025.6,11.6,11.1,1200,2.65,18.79,,,,,,.6,0,5.4,-5.1,,,,,,,,,,2.8,4,,
119,2019-03-09,6.5,-2.3,416,15.9,1548,,,,,,,6,340,1635,4.1,320,1636,1,896,-6.6,11,1505,48.8,3.9,1017.8,1026,115,1019.5,1714,1022.1,11.7,9.5,1100,1.93,15.17,,,,,,6.5,2.1,5.2,-5.1,,,,,,,,,,2.8,4.1,,
119,2019-03-10,10.1,4.3,2400,16.1,1606,,,,,,,5.1,320,1735,3.3,340,1737,1.4,1208,-6.9,12,1355,34.3,3.8,1009.5,1019.6,1,1010.3,1745,1013.7,11.7,1,1300,1.6,9.8,,,,,,7.3,7,7.6,1.1,,,,,,,,,,2.3,3.3,,
119,2019-03-11,5.4,1.2,655,10.5,1439,3.4,,,,,2.7,6.6,200,1525,4.1,200,1557,1.6,1375,2.3,49,1346,81.9,7.3,1005.5,1011.9,1,1007.8,1700,1009.8,11.8,1.8,1200,1.39,8.8,,,,,,6.4,3,6.1,-1.6,,,,,,,,,,1.1,1.6,2.7,
119,2019-03-12,4.3,.5,2232,9.2,1252,,,,,,,10.4,250,1651,5.9,270,1413,2.7,2375,-1.5,35,2202,69.6,5.9,1007.8,1017.5,2342,1009.7,1325,1012.1,11.8,1.3,1200,1.01,5.75,,,,,,5.6,5.3,4.1,-1.6,,,,,,,,,,1.4,2,,
119,2019-03-13,3.9,-.9,520,8.9,1310,,,,,,,13.3,250,1249,7.3,290,1035,3.5,3059,-7.3,24,1431,45.8,3.6,1016.5,1025,2347,1017.5,1,1020.8,11.8,10.8,1300,2.88,18.4,,,,,,.6,.6,3.7,-3.8,,,,,,,,,,3,4.2,,
119,2019-03-14,4.7,-3.3,416,11,1308,,,,,,,7.5,250,1619,4.8,290,1648,1.8,1556,-3.4,25,1309,60.3,5,1018.8,1025.6,157,1020.2,1806,1023.1,11.9,6.5,1100,2.6,14.55,,,,,,4.8,2.8,4.1,-5.7,,,,,,,,,,2.1,3,,
119,2019-03-15,5.5,1.2,632,12.5,1507,4.63,,,,,2,13,200,1631,7,230,1637,1.9,1682,.8,25,1244,77.6,6.6,1013.4,1022.2,17,1011.7,1610,1017.7,11.9,3.9,1000,1.97,10.98,,,,,,7,5.3,7.3,-2.7,,,,,,,,,,1.6,2.3,2,
119,2019-03-16,4.6,-.2,558,10.4,1359,,,,,,,7.4,250,1338,5.4,250,1415,1.9,1600,.3,41,1522,76.8,6.3,1016.7,1022.8,706,1018.3,1,1021,12,4.5,1300,2.12,13.08,,,,,,5.4,4.6,6.8,-2,,,,,,,,,,1.7,2.4,,
119,2019-03-17,5.4,-.7,542,12.8,1431,,,,,,,7.8,270,1327,4.9,250,1448,1.6,1400,-1.4,25,1509,68.4,5.6,1019.4,1025.2,2109,1021.5,3,1023.8,12,9.1,1300,2.84,18.49,,,,,,1.5,1.5,7,-3.6,,,,,,,,,,2.7,3.8,,
119,2019-03-18,5.9,-1.6,601,14.5,1524,,,,,,,5.1,290,1714,3.8,270,1737,1.3,1093,-3.7,20,1548,55.8,4.7,1016.1,1024.8,2,1017.3,2357,1020.4,12,8,1100,2.49,16.25,,,,,,6.4,0,6.6,-3.9,,,,,,,,,,2.5,3.6,,
119,2019-03-19,9,.5,633,18.2,1516,,,,,,,5.9,290,1550,3.5,270,1606,1.2,996,2,22,1108,65.9,7.4,1013.1,1019,2321,1015.5,1700,1017.4,12.1,9.6,1200,2.37,16.45,,,,,,1.5,.8,9.1,-1.8,,,,,,,,,,2.4,3.5,,
119,2019-03-20,10.1,4.6,512,16.1,1230,9.93,,,,,23.6,6.9,230,1456,4.1,200,1500,1.6,1407,7.3,44,1234,85.4,10.3,1006.1,1019,1,1000.8,2351,1010.3,12.1,0,1200,.77,4.17,,,,,,9.1,4.3,8.2,1.2,,,,,,,,,,.9,1.2,28.2,
