지점,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),최고해면기압 나타난날(yyyymmdd),최저해면기압 나타난날(yyyymmdd),평균수증기압(hPa),최고수증기압(hPa),최저수증기압(hPa),최고수증기압 나타난날(yyyymmdd),최저수증기압 나타난날(yyyymmdd),평균이슬점온도(°C),평균상대습도(%),최소상대습도(%),최소상대습도 나타난날(yyyymmdd),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),소형총증발량(mm),소형일최대증발량(mm),대형총증발량(mm),대형일최대증발량(mm),소형일최대증발량 나타난날(yyyymmdd),대형일최대증발량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd),평균 최저초상온도(°C),최저초상온도(°C),최저초상온도 나타난날(yyyymmdd),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C),0.2m평균지중온도(°C),0.3m평균지중온도(°C),0.5m평균지중온도(°C),1.0m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C),5.0m평균지중온도(°C)
131,2020-01,2.6,7,-.7,13.3,-7,20200107,20200101,1016.6,1023.8,1035.4,999.8,20200101,20200107,4.8,14.2,1.9,20200107,20200121,-4,64,18,20200121,62,51.7,,,20200107,,,47.4,3.1,33.3,2.2,20200126,20200126,1.1,6.3,11.6,50,250,20200127,20200107,5.9,3.9,151.2,48.92,240.43,0,0,0,20200113,20200113,-4.9,-9.7,20200121,2.8,,,,,,,,,
131,2020-02,3.5,8.4,-.8,16.4,-10,20200215,20200206,1018,1025.1,1037,1011.8,20200206,20200216,5.1,10.9,1.1,20200212,20200206,-3.5,63,19,20200211,62.7,37.5,,,20200225,,,60.2,3.2,42.3,2.3,20200223,20200211,1.3,5.9,12.1,290,270,20200222,20200222,4.9,3.6,188.3,59.82,328.27,5.5,5.4,9.7,20200218,20200217,-4.6,-13.2,20200206,5.2,,,,,,,,,
131,2020-03,8.5,14.6,2.9,22.5,-3,20200321,20200306,1011.1,1018,1028.1,1003.4,20200305,20200319,5.5,14.9,2,20200327,20200306,-2.4,50,14,20200331,22.9,14.4,,,20200327,,,126.6,6.4,88.7,4.5,20200322,20200322,1.6,6.6,14.7,250,200,20200319,20200319,3.5,2.2,244.1,65.67,522.47,,,,,,-1.9,-7.5,20200306,9.9,,,,,,,,,
131,2020-04,11.8,18.2,6.2,26.6,2.4,20200430,20200406,1010.5,1017.4,1026.5,1007.1,20200410,20200425,6.1,16.5,1.9,20200430,20200408,-.9,45,9,20200414,15.7,11.5,3.3,2,20200419,20200419,20200417,177.6,8.2,124.4,5.7,20200424,20200424,1.9,7.8,15.2,270,290,20200425,20200425,2.9,1.4,286.3,72.57,647.94,,,,,,1.5,-4.5,20200405,15.2,,,,,,,,,
131,2020-05,19.2,24.7,14.5,29.8,9.8,20200530,20200520,1003.5,1010.2,1019.5,992.7,20200514,20200518,13.4,20.2,4.5,20200518,20200508,10.7,62,16,20200508,65.3,23.7,17.8,9.5,20200518,20200518,20200518,177,10.5,123.9,7.3,20200507,20200507,1.7,6.9,12.2,140,110,20200518,20200518,6,3.8,229.5,52.36,635.42,,,,,,12.3,6.7,20200513,22.9,,,,,,,,,
131,2020-06,24.5,29.6,20.4,34.4,15.6,20200610,20200602,999.5,1006,1016.3,986.5,20200608,20200630,19.6,27.7,6.3,20200613,20200601,17,66,19,20200601,145.9,59.8,14,3.6,20200610,20200610,20200610,181.2,9.4,126.6,6.6,20200601,20200601,1.6,5.6,10.2,20,200,20200629,20200610,5.9,3.6,199.4,45.39,619.12,,,,,,19,13.1,20200602,29.9,,,,,,,,,
131,2020-07,24.3,27.9,21.1,32.8,17.7,20200709,20200701,1000,1006.5,1015.5,996.5,20200731,20200724,22.8,30.4,15.1,20200731,20200718,19.5,76,35,20200718,386.6,79.3,24.5,17.6,20200713,20200730,20200730,128.4,8.1,89.6,5.7,20200709,20200709,1.5,6.5,12.9,90,70,20200723,20200723,8,5.7,109.4,24.53,456.18,,,,,,20.6,17.1,20200701,26.1,,,,,,,,,
131,2020-08,27.7,31.7,24.7,36,22.2,20200825,20200807,1002.1,1008.6,1014.9,996.7,20200817,20200827,28.8,34.2,22.1,20200804,20200831,23.4,79,42,20200825,385.8,61.1,46.8,17.1,20200811,20200805,20200805,142.2,7.9,99.6,5.5,20200825,20200825,1.4,6.5,12.6,90,90,20200826,20200826,7,4.9,145.8,34.76,488.11,,,,,,23.8,21.7,20200823,30.1,,,,,,,,,
131,2020-09,21.5,26.1,17.8,31.7,13.1,20200901,20200921,1005.3,1011.9,1020.2,980.9,20200922,20200903,18,28.4,9.8,20200902,20200920,15.6,71,28,20200928,160.6,56,15.9,9.8,20200903,20200902,20200902,129.2,6.2,90.2,4.4,20200901,20200901,1.7,7.5,14.4,290,290,20200903,20200903,5.6,3.3,184.4,49.54,468.57,,,,,,16.2,10.3,20200921,24.1,,,,,,,,,
131,2020-10,14.5,20,9.5,25.2,4.6,20201001,20201024,1014.1,1021,1029.2,1009.9,20201020,20201004,10.1,20,3.3,20201003,20201015,6.5,61,15,20201015,5.8,5.8,1.8,.8,20201003,20201003,20201003,113,6.5,79.2,4.6,20201008,20201008,1.3,5.6,11,90,320,20201009,20201004,3.7,1.6,224.3,64.31,429.9,,,,,,5.5,-1.2,20201029,18.9,,,,,,,,,
