지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
133,2020-01-18,.5,-4.5,727,7.8,1459,,,,,,,5.1,250,1525,2.8,270,1247,1,857,-8.4,24,1523,55,3.3,1013.5,1023.8,1020,1020.3,1617,1022.4,10,8.7,1200,2.2,12.87,,,,,,2.1,1.3,.5,-10.9,.9,.9,2.4,2.9,3.9,6.9,9.3,14.6,17.5,1.7,2.5,,
133,2020-01-19,2.6,-2.5,221,8.7,1421,,,,,,,9.2,250,1440,4.7,250,1446,1.6,1346,-4.1,40,1706,62.1,4.6,1011.4,1022.1,1,1017.6,1420,1020.2,10,3.3,1200,1.96,7.53,,,,,,7,4.4,.8,-8.3,1.5,1.3,2.4,2.9,3.9,6.8,9.2,14.4,17.6,1.2,1.7,,
133,2020-01-20,3.4,-.9,2400,8.1,1506,.5,,,,,0,9.5,250,1208,5.5,270,1213,2.2,1923,-4.7,30,1423,57.3,4.4,1015,1028.7,2348,1021.1,423,1023.8,10.1,6.9,1200,2.29,11.72,,,,,,4.5,4.3,2.6,-5.8,2.6,2.2,3,3.2,3.9,6.5,9.2,14.5,17.6,1.7,2.4,0,
133,2020-01-21,.5,-5.3,756,7.5,1558,,,,,,,4.9,270,227,2.5,270,1,1,846,-10.7,20,1548,45.3,2.7,1021.2,1033.1,1054,1028.1,1608,1030.2,10.1,9.3,1200,2.32,13.78,,,,,,1.9,.4,1,-11.6,1.4,1.3,2.8,3.4,4.1,6.6,9,14.3,17.5,1.6,2.3,,
133,2020-01-22,2.4,-.2,54,3.6,1653,6.42,,,,,.7,3.5,340,1324,1.7,290,1326,.7,602,-2.8,51,6,69.5,5.1,1016.9,1029.5,1,1022.3,2342,1025.8,10.1,0,1400,.57,2.46,,,,,,9.8,8.5,1.9,-3.7,1.8,1.7,2.7,3.2,4,6.6,8.9,14.3,17.4,.4,.6,1.3,
133,2020-01-23,6.1,2.7,444,13,1512,3.03,,,,,.6,5.5,230,1603,3.3,270,1608,1,906,-1.2,27,1537,62.5,5.6,1015.4,1027.5,2316,1021.7,114,1024.1,10.1,5.5,1200,2.15,11.01,,,,,,7.3,3.1,5.9,-2.8,5,4,4.2,4.1,4.1,6.6,9,14.2,17.4,1.7,2.4,,
133,2020-01-24,4.4,-.7,814,11.3,1509,,,,,,,4.2,20,1132,2.5,50,1123,.8,734,-2.1,29,1542,65.6,5.2,1021.4,1032.1,919,1027.5,1,1030.3,10.2,8.7,1200,2.15,12.37,,,,,,5.1,0,3.8,-7.3,4,3.6,4.4,4.7,4.7,6.6,8.8,14,17.4,1.8,2.5,,
133,2020-01-25,5.2,.5,554,10.5,1503,,,,,,,2.6,250,56,1.5,70,1328,.7,562,1.1,59,1527,75.6,6.7,1020.6,1031.2,1,1027.4,1540,1029.4,10.2,1.8,1300,1.15,7.26,,,,,,8.3,.6,3.7,-4.3,3.9,3.8,4.5,4.7,4.9,6.7,8.9,14.1,17.3,.9,1.3,,
133,2020-01-26,6.5,1,756,11.5,1319,,,,,,,16.5,50,2308,7.5,20,2031,2.6,2204,1.1,49,1624,71.1,6.6,1017.9,1029.1,244,1023.8,2321,1026.6,10.2,4.7,1200,2.03,10.18,,,,,,8.6,2.6,4.6,-3.7,4.7,4.3,4.9,5,5.2,6.8,8.8,13.8,17.2,2.1,3,.4,
133,2020-01-27,6,3.2,2325,8.2,1221,15.17,,,,,7.5,13.2,20,1238,6.3,20,143,3.4,2903,1.9,54,1211,76.8,7,1010.7,1024.4,16,1016.6,1451,1019.4,10.2,0,1300,.37,2.02,,,,,,10,8.3,5.1,2.4,5.3,5.1,5.6,5.7,5.5,7,8.8,13.8,17.2,.6,.9,7.1,
133,2020-01-28,6.3,2.8,309,10.5,1342,.5,,,,,0,4.2,320,1602,2.3,290,1559,.8,665,2.6,60,1651,78.6,7.4,1009.2,1018.9,1044,1016.6,1603,1017.8,10.3,2,1300,1.76,8.18,,,,,,8.9,6.9,6,-1.9,5.9,5.4,5.8,5.8,5.8,7.1,8.8,13.7,17.2,1.1,1.6,,
133,2020-01-29,6.7,4.2,725,10,1327,,,,,,,4,270,2046,2.1,290,2020,.9,744,.2,46,1529,64,6.2,1007,1018.1,1,1013.8,1612,1015.6,10.3,.7,1200,1.62,7.14,,,,,,9.1,6.4,6.7,1.7,6.7,6.1,6.4,6.4,6.2,7.4,8.9,13.7,17.2,1,1.4,,
133,2020-01-30,6.1,3.2,625,10.6,1153,,,,,,,4.5,270,1222,2.4,270,1226,1,847,-.6,38,1503,64.1,5.8,1006.5,1017.7,2337,1013.5,1439,1015.1,10.3,3.7,1100,2.3,8.89,,,,,,7,6.6,5.2,-.4,6,5.9,6.5,6.6,6.4,7.3,8.8,13.6,17.1,1.3,1.8,,
133,2020-01-31,3.7,.1,2355,7.5,1329,,,,,,,4.7,140,1627,2.3,140,1629,1,826,-1.1,50,1459,72.3,5.7,1011.9,1023.9,2338,1017.5,9,1020.6,10.4,1.5,1300,1.42,6.26,,,,,,5.4,5.4,3.5,-7.2,4.9,5.2,6.1,6.4,6.6,7.5,8.9,13.6,17.1,.8,1.1,,
133,2020-02-01,2.1,-2.5,708,7.3,1616,,,,,,,4.8,270,1619,2.5,110,1505,.9,768,-1.3,58,1624,79,5.6,1016.6,1026.9,1053,1023.7,6,1025.4,10.4,.7,1100,1.16,5.6,,,,,,4.9,4.5,1.5,-8.8,3.1,3.7,4.9,5.4,6.3,7.6,9,13.5,17.1,.7,1,,
133,2020-02-02,1.8,-2.3,729,7.6,1513,,,,,,,4,110,1349,2.4,110,1607,.9,806,-3.3,38,1636,71.5,4.8,1017.5,1028,825,1024.5,1605,1026.4,10.4,6.8,1300,1.9,10.82,,,,,,4.5,1.1,2.2,-8.1,3.2,3.3,4.4,4.8,5.8,7.6,9,13.4,17,1.3,1.9,0,
133,2020-02-03,1.5,-3.6,2400,5.9,1452,1.92,,,,,0,7.3,250,1441,3.6,250,1314,1.6,1398,-6.3,35,1313,58,3.9,1018.8,1030,2329,1025.1,427,1027.7,10.5,8.4,1200,2.27,13.78,,,,,,3.1,3.1,3.1,-10.2,3.8,3.6,4.6,4.9,5.5,7.4,9,13.3,17,1.7,2.5,,
133,2020-02-04,.4,-5.8,729,7.2,1536,2.67,,,,,.7,6.7,250,2340,2.9,270,2347,1.1,922,-6.8,28,1354,61.9,3.7,1018.6,1030.3,827,1024.3,1609,1027.6,10.5,9.6,1200,2.49,15.37,.8,2355,.8,2355,.8,2.3,2.3,1.9,-11.8,2.4,2.3,3.8,4.5,5.4,7.3,9,13.3,16.9,1.8,2.5,.8,
133,2020-02-05,-4.6,-8.2,2312,.8,1,.83,,,,,.1,8.7,270,1443,4.1,270,40,2.4,2091,-14.6,22,1543,47.8,2,1022.8,1035,2356,1027,1,1032,10.5,9.7,1200,2.61,16.62,0,,.6,1,0,0,0,.7,-13.8,2.1,2.2,3.7,4.3,5.1,7.3,9,13.3,16.9,1.7,2.5,,
133,2020-02-06,-5,-10.5,737,.8,1428,,,,,,,4.6,320,310,2.4,50,1124,.9,759,-15.6,23,1352,45.9,1.9,1025,1036.9,1014,1032.5,1708,1034.2,10.6,7.8,1200,2.24,13.04,,,,,,3.4,0,-1.8,-15.9,-.1,.8,2.7,3.5,4.9,7.2,8.9,13.2,16.8,1.2,1.7,,
133,2020-02-07,-1.2,-7.6,535,4.8,1511,,,,,,,6.1,250,1323,3.4,250,1335,1.1,910,-9.5,34,1153,54.5,3,1021.2,1033.1,146,1028,1607,1030.2,10.6,7.1,1200,2.28,13.21,,,,,,6.6,5.4,.7,-12.7,.4,.5,2.1,2.8,4.3,7,8.9,13.1,16.8,1.4,2.1,,
133,2020-02-08,1.6,-2.1,2332,6.5,1416,,,,,,,9.1,230,1604,4.7,250,1550,1.8,1533,-6.9,27,1448,55.6,3.7,1019,1029.5,2220,1025.8,1414,1027.9,10.6,8,1200,2.51,14.76,,,,,,,,3,-9.8,2.7,1.9,2.9,3.2,4,6.8,8.8,13.1,16.7,2,2.9,,
133,2020-02-09,.5,-5.4,730,7.2,1514,,,,,,,5.9,230,1351,3.6,110,1240,1.2,1024,-7.5,29,1504,57.9,3.5,1017.5,1029.9,113,1023.6,1655,1026.4,10.6,9.9,1200,2.6,16.41,,,,,,.5,.4,1.8,-12.4,2.1,1.8,3,3.5,4.3,6.7,8.7,13.1,16.7,2.2,3.2,,
133,2020-02-10,5.1,-.2,12,12,1519,,,,,,,5.6,200,1449,2.6,270,1332,1.2,1015,-4.4,27,1722,53.6,4.5,1016,1028.3,2355,1022.5,430,1024.7,10.7,9.4,1200,2.52,15.16,,,,,,2,2,4.2,-6.1,3.8,3,3.7,3.9,4.5,6.6,8.6,13.1,16.7,2,2.9,,
133,2020-02-11,6.6,-2.1,701,16,1527,,,,,,,4.9,110,1547,3.1,140,1553,.9,741,-5.1,19,1445,47.5,4.2,1018.9,1030.1,909,1025.4,2355,1027.6,10.7,8.5,1200,2.47,15.13,,,,,,4.5,2.5,4.9,-9.1,4.5,3.6,4.3,4.4,4.8,6.5,8.5,13,16.6,2.5,3.5,4.3,
133,2020-02-12,7.7,5.3,724,9.8,1914,18.75,,,,,15.8,8,140,2152,3.5,140,2156,1.2,996,6.2,46,1,91.3,9.6,1008.7,1025.4,1,1013.2,1707,1017.3,10.7,0,1200,.36,1.76,,,,,,9.9,8.8,6.8,4,6.1,5.4,5.6,5.5,5.2,6.5,8.5,12.9,16.6,.4,.6,11.6,5.08
133,2020-02-13,7.4,3.7,2337,9.8,1626,1.17,,,,,.1,5.7,200,18,2.7,140,1255,1.3,1126,6,77,1628,91,9.4,1011.2,1021.8,2221,1015.5,1,1019.9,10.8,0,1200,1.23,5.86,,,,,,7.8,6.3,7.5,-1.8,7.5,7,6.9,6.6,5.9,6.8,8.5,13,16.6,.7,1,,
133,2020-02-14,7.5,3.5,39,14.4,1627,,,,,,,3.3,340,646,2.1,90,1410,.7,645,4.6,54,1611,83.6,8.5,1012.8,1023.3,2217,1019.1,1646,1021.4,10.8,5.7,1200,2.51,12.15,,,,,,5.5,3.3,8,-.7,7.4,6.7,6.9,6.9,6.4,7,8.4,12.9,16.5,1.7,2.4,,
133,2020-02-15,9.9,3.2,741,16.8,1257,5.17,,,,,1.5,7.5,50,1023,4.5,50,1032,1.3,1120,5.9,51,1311,78.8,9.4,1009.5,1023.2,1,1012.7,2346,1018,10.9,5.4,1200,2.47,10.14,,,,,,6.9,4.3,7.3,-1.9,7.7,7.1,7.3,7.3,6.8,7.2,8.5,12.7,16.5,1.5,2.1,7.7,.83
133,2020-02-16,.8,-1.9,2300,8.6,8,23,,,,,8.4,9.6,250,1439,5,250,1441,2.3,2028,-1.6,71,1440,84,5.6,1006.2,1017.4,2305,1011.7,107,1015,10.9,1.9,1300,1.71,5.74,1.2,2250,1.2,2250,1.6,9.6,8.8,3.4,-2.6,6.1,6.6,7.5,7.7,7.3,7.4,8.6,12.7,16.5,.7,1.1,2.4,2.38
133,2020-02-17,-3.2,-5.4,2356,0,1407,17.5,,,,,.7,10.3,250,1042,5.1,270,1459,2.8,2376,-7.3,51,1252,73,3.5,1010.3,1024.6,2358,1016.8,1354,1019.3,10.9,4.7,1300,1.98,9.97,1.5,2400,1.5,2400,2,7.3,7.3,.5,-7.7,3.5,4.2,5.6,6.2,6.9,7.6,8.6,12.7,16.5,.9,1.3,.6,
133,2020-02-18,-1.6,-7.2,717,5,1544,5.25,,,,,.1,6.9,320,1632,3.9,270,1615,1.3,1084,-8.3,26,1616,63.6,3.3,1019.2,1030.7,2332,1024.5,7,1028.2,11,10,1200,2.84,18.87,.6,155,2,155,.6,1,1,3.2,-13.8,3.8,3.6,4.8,5.3,6.1,7.7,8.7,12.7,16.3,1.9,2.8,,
133,2020-02-19,2.1,-4,653,9.2,1504,,,,,,,5.8,20,1622,3.3,50,1603,1,823,-3.8,40,1200,66.9,4.7,1021.8,1032,854,1029,1428,1030.7,11,6.4,1200,2.65,14.68,,,,,,7.5,2.3,3.9,-9.4,4.2,3.9,4.8,5.2,5.9,7.5,8.7,12.7,16.3,1.7,2.4,,
133,2020-02-20,5.3,-1.2,704,13,1536,,,,,,,3.8,90,1206,2.3,50,1305,.9,741,-.9,34,1535,67.5,5.8,1025,1035.5,2222,1031.1,1,1033.9,11,9.7,1200,2.52,16.31,,,,,,2.1,0,5.1,-7.1,5.4,4.8,5.5,5.6,5.9,7.4,8.7,12.6,16.3,2,2.9,,
133,2020-02-21,7.3,.2,720,14.9,1542,4.67,,,,,2.3,4.8,200,1938,1.9,70,1401,.9,768,1.7,35,1429,71,7.1,1021.6,1035.6,240,1023.7,2355,1030.3,11.1,6,1300,2.56,12.44,,,,,,7,3,6.6,-6,6.5,5.6,6,6.1,6.1,7.3,8.8,12.5,16.2,1.7,2.4,3.5,
133,2020-02-22,6.3,1.6,2357,10.4,1446,3.67,,,,,1.2,12.5,200,1214,5.9,250,1429,2.7,2334,-1.9,25,1505,59.1,5.6,1017.7,1031.1,2346,1022.5,218,1026.4,11.1,8.9,1400,2.42,16.34,,,,,,3.1,3,7.3,-2.5,7.3,6.8,7.2,7.2,6.6,7.4,8.7,12.5,16.2,2.6,3.7,,
133,2020-02-23,3.7,-1.9,723,9.8,1411,,,,,,,6.9,110,1654,4.2,110,1419,1.5,1259,-5.9,28,1335,52.3,4,1021.2,1032.7,951,1027.5,1657,1030,11.1,10.4,1200,2.86,19.11,,,,,,0,0,4.8,-7.8,5.6,5.4,6.3,6.6,6.9,7.5,8.7,12.4,16.2,2.4,3.4,,
133,2020-02-24,7.4,-2.3,722,15.9,1539,.58,,,,,.4,6.8,140,1442,4,110,1346,1,895,-2.6,15,1535,53.8,5.2,1016.2,1028.6,1,1021.9,2224,1024.9,11.2,9.9,1200,2.88,18.12,,,,,,4.1,2.4,6.7,-8.6,6.4,5.7,6.2,6.5,6.7,7.7,8.7,12.5,16.1,2.8,3.9,32.7,
133,2020-02-25,7,6.2,442,9.1,1,17.75,,,,,55.3,7.7,50,2048,4.6,50,748,1.5,1257,5.9,71,1,93.1,9.3,1008.6,1022.4,6,1013.7,1349,1017.2,11.2,0,1100,.18,.98,,,,,,9.8,8.9,6.9,5.4,7,6.8,7.3,7.3,7,7.7,8.8,12.5,16.1,.4,.6,23,.48
133,2020-02-26,8,4.2,719,14.7,1446,,,,,,,7.9,270,1513,4.2,270,1515,1.4,1223,3.7,50,1448,76.1,8,1014.4,1026.2,2327,1019.6,1,1023,11.3,7.5,1200,2.73,16.04,,,,,,2.4,2.4,9,-1.9,8.3,7.5,7.7,7.5,7.1,7.7,8.6,12.4,16,2.3,3.3,,
133,2020-02-27,6.9,3.4,646,12.5,1418,,,,,,,5.6,70,2006,3.2,50,2006,1.3,1084,.4,38,1433,66,6.3,1019.4,1029.8,910,1026.2,1,1028.1,11.3,8.3,1400,2.85,17.62,,,,,,2.9,2.3,9.1,-1.1,8.4,7.6,8.1,8.1,7.6,7.8,8.6,12.3,16,2.3,3.3,0,
133,2020-02-28,5.1,3.7,511,6.7,1610,8.42,,,,,4.6,4,50,1701,2.5,50,1703,1,860,3,72,1,86.5,7.6,1014.6,1027.7,22,1020.1,2351,1023.3,11.3,0,1200,.54,3.28,,,,,,9.1,6,5.9,-1.2,6.7,6.9,7.7,7.9,7.9,8,8.8,12.3,15.9,.5,.7,4.6,
133,2020-02-29,7.4,3.8,1,12.9,1645,,,,,,,3.8,20,1601,1.9,90,1535,.7,611,4.2,56,1648,82,8.3,1009.8,1020.2,1,1016.5,1550,1018.4,11.4,4,1100,1.92,11.67,,,,,,5.8,4.8,8,-1.4,8,7.5,7.8,7.8,7.6,8.1,8.8,12.2,15.9,1.4,2,,
133,2020-03-01,6.3,2.6,606,11.8,1215,,,,,,,7.6,110,1421,4.3,110,1425,1.4,1236,3.3,67,1211,81.8,7.8,1010.7,1021.4,2344,1017.1,1422,1019.3,11.4,2.6,1100,2.53,11.69,,,,,,6.8,6.8,7.2,-2.3,7.8,7.7,8,8,7.9,8.2,8.9,12.2,16,1.6,2.2,,
133,2020-03-02,5.3,2.2,737,10.6,1524,,,,,,,7.3,290,1412,3.7,270,1420,2,1747,-3.4,28,1413,55.8,4.8,1015.4,1026.8,2253,1021,2,1024.2,11.4,10.2,1200,2.98,20.18,,,,,,3.5,2.3,7.8,-2.4,8.1,7.6,8.2,8.3,7.9,8.2,8.9,12.2,15.9,2.7,3.9,,
133,2020-03-03,7.2,.1,530,15,1559,,,,,,,7.3,230,1516,3.6,230,1522,1.3,1165,.5,37,1420,64.5,6.4,1015.6,1027.1,824,1021,1716,1024.2,11.5,8.8,1200,2.8,17.6,,,,,,6.1,5,8.1,-4.7,8.2,7.6,8.1,8.2,8.1,8.4,9,12.1,15.9,2.4,3.4,0,
133,2020-03-04,4.2,.2,2046,8.8,1428,5.67,,,,,0,11.3,250,1537,6.4,270,1537,2.6,2255,-4.5,29,1252,55.4,4.5,1014.6,1025.6,2301,1021.5,1435,1023.4,11.5,9.8,1200,2.98,20.57,,,,,,6.1,5.9,7.5,-2.8,8.3,8.1,8.6,8.7,8.2,8.9,8.9,12.3,15.8,2.6,3.8,0,
133,2020-03-05,3,-1.9,717,9.3,1638,,,,,,,6.8,270,1424,3.7,270,1529,1.6,1371,-6.9,22,1549,51.3,3.7,1017.1,1028.3,938,1023.7,1714,1025.9,11.6,10.4,1200,3.13,21.24,,,,,,1.8,1.8,5.9,-8.3,7,6.8,7.9,8.1,8.4,8.3,9.1,12.3,15.8,2.7,3.8,,
133,2020-03-06,4.5,-3.6,717,12.3,1558,,,,,,,4.7,50,1549,2.6,50,1300,1.1,928,-6.9,19,1618,48.8,3.7,1014.2,1026.1,231,1019.4,1739,1023,11.6,10.9,1200,3.09,21.43,,,,,,4.1,0,6,-9.7,6.6,6.3,7.3,7.6,8.2,8.6,9.2,12.1,15.8,2.9,4.1,,
133,2020-03-07,6,2.5,402,10.6,1517,2.08,,,,,0,4,50,1504,2.2,70,1842,.7,639,-1.7,38,1124,59,5.5,1010.2,1020.9,1,1016.6,1512,1018.8,11.6,.1,1400,1.16,6.14,,,,,,6.8,2.9,6.1,-3,6.6,6.6,7.5,7.7,8,8.5,9.2,12.1,15.7,1,1.4,0,
133,2020-03-08,8.7,-.2,714,18.6,1644,,,,,,,7.1,50,1248,4.6,50,1256,1,898,.2,27,1548,60.9,6.2,1010.5,1022.3,914,1016.4,1631,1019.1,11.7,10.8,1200,3.16,21.19,,,,,,.3,0,8.6,-6.5,8.2,7.3,7.6,7.6,7.8,8.5,9.3,12.2,15.7,3,4.3,,
