지점,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),최고해면기압 나타난날(yyyymmdd),최저해면기압 나타난날(yyyymmdd),평균수증기압(hPa),최고수증기압(hPa),최저수증기압(hPa),최고수증기압 나타난날(yyyymmdd),최저수증기압 나타난날(yyyymmdd),평균이슬점온도(°C),평균상대습도(%),최소상대습도(%),최소상대습도 나타난날(yyyymmdd),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),소형총증발량(mm),소형일최대증발량(mm),대형총증발량(mm),대형일최대증발량(mm),소형일최대증발량 나타난날(yyyymmdd),대형일최대증발량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd),평균 최저초상온도(°C),최저초상온도(°C),최저초상온도 나타난날(yyyymmdd),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C),0.2m평균지중온도(°C),0.3m평균지중온도(°C),0.5m평균지중온도(°C),1.0m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C),5.0m평균지중온도(°C)
159,2019-01,4.5,9.6,.5,13.7,-4.4,20190130,20190116,1015,1023.7,1033.9,1014.6,20190103,20190131,3.4,8.9,1.2,20190112,20190116,-9.2,39,14,20190103,12.7,11.3,,,20190131,,,109.4,4.8,76.4,3.4,20190103,20190103,3.1,8.2,14.1,270,360,20190128,20190102,3.1,1.7,240.4,76.76,358.64,.2,.2,.2,20190131,20190131,-4.8,-11,20190127,5.2,5.3,5.2,5.8,6.2,7.2,9.9,12.7,16.9,18.2
159,2019-02,6.6,11.3,2.7,16.5,-4.2,20190228,20190201,1013.7,1022.3,1034.1,1007.3,20190212,20190203,5.1,15.6,1.5,20190203,20190211,-4.1,50,15,20190207,51.5,28.8,,,20190219,,,98.7,5.6,69,3.9,20190204,20190204,2.9,9.5,15.8,270,290,20190203,20190203,5.3,2.4,201.9,66.05,379.2,,,,,,-1.5,-7.3,20190202,7.5,7.1,6.9,7.3,7.4,7.7,9.4,11.4,15.3,17.3
159,2019-03,10.5,15.1,6.7,21,.5,20190321,20190313,1008.1,1016.4,1025.8,1000.9,20190308,20190321,7,17.8,2,20190321,20190314,1,54,14,20190314,75.4,33.7,,,20190320,,,148.1,7.6,103.8,5.3,20190327,20190327,3.6,12.7,19.7,250,230,20190321,20190321,4.4,2.1,256,69,547.76,,,,,,1.8,-4.5,20190314,12.2,11.3,11,11,10.9,10.8,11.1,11.8,14.4,16.4
159,2019-04,13.4,17.3,9.9,23.4,2.1,20190417,20190401,1006.6,1014.9,1024.7,1004.1,20190403,20190424,9.3,20.5,2.5,20190424,20190401,4.9,60,18,20190416,85,25.3,6.1,1.3,20190429,20190429,20190429,148.3,9.1,103.7,6.4,20190404,20190404,3.2,10,15.6,270,70,20190405,20190409,5.3,3.2,210.7,53.72,535.46,,,,,,5.7,-1.7,20190401,15.4,14.5,14.2,14.1,13.8,13.8,13.3,13.2,14.2,15.9
159,2019-05,19.3,23.6,15.7,30.1,11,20190525,20190507,1004,1012.1,1019,1001.7,20190504,20190520,12.9,22.1,5.2,20190527,20190509,10,58,19,20190530,76.1,37.1,6.3,2.7,20190518,20190518,20190518,220.2,10.5,154.4,7.3,20190529,20190529,3.3,14.8,23.2,230,200,20190527,20190527,4.6,1.7,302.2,69.62,749.14,,,,,,10.2,4.7,20190511,21.7,20.5,20.2,19.7,19,18.7,16.9,15.6,14.7,15.7
159,2019-06,21.1,24.7,18.3,29.7,15.5,20190605,20190613,999.4,1007.4,1016.6,994.2,20190625,20190629,18.4,28.4,9.3,20190627,20190603,15.9,74,35,20190601,324.3,112.5,31,11.1,20190626,20190629,20190629,161.8,8.5,112.9,6,20190605,20190605,2.6,12.5,18.1,200,200,20190629,20190629,6.2,3.6,234.9,54.1,620.06,,,,,,15,9.8,20190613,24,23.1,22.8,22.4,21.9,21.8,20.1,18.3,15.9,15.9
159,2019-07,24.3,27.1,22.4,30.9,19.8,20190731,20190704,999.2,1007.1,1013.3,1000,20190717,20190713,25.7,35.4,15.4,20190730,20190706,21.3,85,49,20190707,358.9,172.2,23,7.9,20190720,20190720,20190720,145.4,8.7,101.9,6.1,20190706,20190706,3.7,10.7,19.7,230,140,20190721,20190720,7.2,4.8,192.4,43.49,544.77,,,,,,20.5,15.8,20190706,26.4,25.8,25.5,25.3,24.8,24.6,23,21.3,17.8,16.7
159,2019-08,27,30.1,24.6,35,20.3,20190813,20190830,999.1,1006.9,1015.6,986.7,20190831,20190815,27.7,34.8,16.6,20190801,20190831,22.6,78,47,20190831,156.3,72.5,21.4,9,20190806,20190806,20190822,174,9.2,121.8,6.4,20190813,20190813,3.1,11.5,19.5,250,250,20190822,20190822,5.8,3.3,239.5,57.37,594.42,,,,,,22.4,16.8,20190831,29.8,28.5,28.2,28.1,27.7,27.8,25.9,23.7,19.5,17.7
159,2019-09,23.1,26.6,20.7,30.5,15.8,20190909,20190925,1006.4,1014.4,1024.4,994.3,20190926,20190922,23.1,33.6,12.9,20190911,20190918,19.4,82,37,20190918,279,81.6,37.4,9.4,20190922,20190928,20190928,117.4,6.9,82.2,4.9,20190919,20190917,2.8,12.2,24.3,20,20,20190922,20190922,6.7,4.7,157.7,42.34,415.5,,,,,,18.4,9.9,20190925,24.3,24.6,24.5,24.7,24.6,25.3,24.9,24,20.7,18.7
159,2019-10,18.6,22.8,15.5,28.8,10.4,20191003,20191027,1009.4,1017.6,1028.6,998.2,20191015,20191003,14.6,28.6,5.3,20191002,20191027,11.8,67,24,20191027,139.9,94.8,26.3,10.3,20191002,20191002,20191002,133,7.3,93.1,5.1,20191012,20191012,3,14.5,22.2,200,230,20191003,20191003,4.6,2.8,225.2,64.16,421.23,,,,,,11.3,3.3,20191028,18.9,20,20,20.5,20.7,21.7,22.5,22.7,21.4,19.8
