지점,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),평균현지기압(hPa),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),최고해면기압 나타난날(yyyymmdd),최저해면기압 나타난날(yyyymmdd),평균수증기압(hPa),최고수증기압(hPa),최저수증기압(hPa),최고수증기압 나타난날(yyyymmdd),최저수증기압 나타난날(yyyymmdd),평균이슬점온도(°C),평균상대습도(%),최소상대습도(%),최소상대습도 나타난날(yyyymmdd),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),소형총증발량(mm),소형일최대증발량(mm),대형총증발량(mm),대형일최대증발량(mm),소형일최대증발량 나타난날(yyyymmdd),대형일최대증발량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd),평균 최저초상온도(°C),최저초상온도(°C),최저초상온도 나타난날(yyyymmdd),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C),0.2m평균지중온도(°C),0.3m평균지중온도(°C),0.5m평균지중온도(°C),1.0m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C),5.0m평균지중온도(°C)
156,2020-01,4.6,9,1.2,17.7,-4.9,20200107,20200101,1014.4,1023.4,1034.7,1004.1,20200101,20200107,5.9,18.9,1.3,20200107,20200117,-1.5,68,13,20200121,74.9,32,,,20200107,,,53.1,3.2,37.1,2.2,20200121,20200121,1.4,10,19.8,230,200,20200107,20200107,6.3,4.7,136.5,43.62,264.36,,,,,,-1,-6.1,20200101,4.1,,,,,,,,,
156,2020-02,5.3,10.6,.8,19.8,-7,20200214,20200206,1016,1025.1,1035.8,1011.5,20200206,20200225,6.2,16.3,.9,20200225,20200206,-1.3,67,10,20200206,47.8,10.9,,,20200212,,,67,4.1,46.9,2.9,20200214,20200214,1.4,5.5,10.8,250,290,20200212,20200216,4.9,3.5,177,55.87,346.78,12.5,10.9,18.2,20200218,20200217,-1.2,-8.5,20200206,5.7,,,,,,,,,
156,2020-03,9,15.2,3.8,23.3,-2.2,20200321,20200306,1009.8,1018.6,1028.3,1005.5,20200305,20200310,6.6,17.5,.6,20200326,20200306,-.3,58,1,20200306,43.5,17.7,,,20200326,,,134.6,7.2,94.1,5,20200322,20200322,1.7,7.9,15,250,290,20200317,20200315,4,2.6,242,65.07,568.48,,,,,,1.2,-5.4,20200306,11.3,,,,,,,,,
156,2020-04,11.5,18,6.2,25.6,1.6,20200430,20200406,1009.7,1018.4,1027.1,1007.4,20200410,20200419,6.9,18.9,1.1,20200430,20200408,.4,52,5,20200414,55.3,27.3,7.9,1.7,20200419,20200419,20200419,172.7,8.7,121.1,6.1,20200429,20200429,1.8,9.1,14.8,200,230,20200425,20200425,3.3,2,278.1,70.76,686.9,,,,,,2.7,-2.4,20200406,16.5,,,,,,,,,
156,2020-05,18.8,24.4,14.2,30.1,10.4,20200506,20200520,1002.3,1010.7,1019.7,995.8,20200514,20200518,15.5,22.5,4.2,20200509,20200507,13,73,12,20200507,96.8,25.4,11.4,5.9,20200503,20200518,20200518,162.1,9.5,113.6,6.7,20200507,20200507,1.7,7.9,12.8,200,230,20200501,20200501,6.1,3.7,211.3,48.59,619.38,,,,,,12.1,6.8,20200508,23,,,,,,,,,
156,2020-06,23.6,28.8,19.6,33.7,14.2,20200608,20200602,998.4,1006.6,1016.4,987.1,20200608,20200630,22.5,31.7,7.6,20200611,20200601,19.1,79,21,20200602,199.9,50.3,19.4,8.5,20200614,20200629,20200614,157.5,9.3,110.2,6.5,20200608,20200608,1.6,6.9,10.9,200,180,20200630,20200630,6.5,4.2,191.4,44.05,592.22,,,,,,18,10.2,20200602,27.8,,,,,,,,,
156,2020-07,23.4,26.8,20.8,31.6,17.8,20200707,20200701,998.5,1006.7,1016,995.8,20200731,20200724,26.1,38.2,17.6,20200730,20200701,21.6,91,49,20200708,533.3,121.2,38.8,14.1,20200713,20200710,20200710,96.2,6,67.3,4.2,20200708,20200708,1.5,8.3,13.7,200,180,20200724,20200724,8.7,6.4,69.5,15.72,394.45,,,,,,20.7,16.8,20200702,25.6,,,,,,,,,
156,2020-08,27.6,31.6,24.8,34.4,23,20200819,20200808,1001,1009.2,1015.2,994,20200821,20200826,32.5,40.1,26.6,20200831,20200820,25.4,89,50,20200819,738.1,259.5,82,24,20200807,20200808,20200807,130.9,7,91.8,4.9,20200818,20200819,2.2,8.4,16.9,180,140,20200827,20200826,6.6,4.5,169.8,40.71,501.73,,,,,,24.2,21.9,20200819,30.2,,,,,,,,,
156,2020-09,21.3,25.7,17.9,31.1,13,20200901,20200921,1003.4,1011.8,1019.6,983.5,20200921,20200903,21.3,33.8,11.1,20200902,20200921,18.2,85,30,20200928,178.3,49.4,11.8,8.6,20200902,20200911,20200909,105.7,5.5,74.3,3.8,20200928,20200928,1.5,7,14.9,250,290,20200907,20200903,6.3,3.7,158.7,42.67,441.01,,,,,,16.6,10,20200921,23.9,,,,,,,,,
156,2020-10,15.7,21.2,11.2,26.2,6.5,20201003,20201030,1011.9,1020.5,1027.9,1011.2,20201020,20201004,11.4,23.2,3,20201004,20201029,8,64,12,20201015,12.1,10.7,3.3,.8,20201021,20201021,20201021,122.3,6.5,85.5,4.5,20201008,20201008,1.2,5.3,9.8,50,50,20201008,20201008,4.6,2.5,227.6,65.01,477.99,,,,,,7.2,1.6,20201029,18.8,,,,,,,,,
156,2020-11,10.5,15.6,6.4,23.6,.7,20201118,20201130,1016.3,1024.9,1036.2,1006.4,20201130,20201119,8.4,24.4,1.9,20201119,20201104,3,63,12,20201104,28.3,21.1,,,20201119,,,79.4,4.1,55.8,2.9,20201108,20201108,1.4,8.8,13.3,230,200,20201119,20201119,4.8,3.5,176.7,57,320.91,,,,,,2.6,-3.7,20201130,11.4,,,,,,,,,
156,2020-12,2.7,7.8,-1.1,13.8,-8.9,20201228,20201231,1017.8,1026.6,1036.4,1014.3,20201201,20201213,4.6,10.2,.6,20201228,20201219,-4.8,62,7,20201219,18.7,7.9,,,20201227,,,59.1,3.5,41.1,2.4,20201201,20201201,1.4,5.3,9.9,20,320,20201214,20201213,4.8,3.4,186.5,61.15,299.96,18.5,16.9,31.3,20201230,20201230,-4.2,-8.1,20201217,3.6,,,,,,,,,
