지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
138,2020-04-01 00:01,9.7,0,213.2,.2,1014,1014.5,85.4,0,0
138,2020-04-01 00:02,9.7,0,204.9,.2,1014,1014.5,84.7,0,0
138,2020-04-01 00:03,9.7,0,214,.3,1014,1014.5,85,0,0
138,2020-04-01 00:04,9.7,0,240.5,.4,1014,1014.5,84.5,0,0
138,2020-04-01 00:05,9.7,0,251.9,.8,1014,1014.5,84.8,0,0
138,2020-04-01 00:06,9.7,0,239.1,1.6,1014.1,1014.6,84.5,0,0
138,2020-04-01 00:07,9.8,0,235.7,1.6,1014.1,1014.6,83.5,0,0
138,2020-04-01 00:08,9.8,0,228.3,2.2,1014.1,1014.6,82,0,0
138,2020-04-01 00:09,9.9,0,216.5,2.2,1014.1,1014.6,80.1,0,0
138,2020-04-01 00:10,9.9,0,224.6,1.7,1014.1,1014.6,79.4,0,0
138,2020-04-01 00:11,9.9,0,223.3,1.6,1014.1,1014.6,78.4,0,0
138,2020-04-01 00:12,10,0,225.8,1.9,1014.1,1014.6,77.8,0,0
138,2020-04-01 00:13,10,0,265,1.2,1014.1,1014.6,77.2,0,0
138,2020-04-01 00:14,10,0,268.9,1.1,1014.1,1014.6,76.6,0,0
138,2020-04-01 00:15,10.1,0,255.2,1.1,1014.1,1014.6,76.8,0,0
138,2020-04-01 00:16,10.1,0,249.7,1.9,1014.1,1014.6,76.5,0,0
138,2020-04-01 00:17,10.1,0,257.7,1.9,1014,1014.5,76.1,0,0
138,2020-04-01 00:18,10.1,0,246.2,1.6,1014,1014.5,75.8,0,0
138,2020-04-01 00:19,10.2,0,263.5,1.4,1014,1014.5,75.2,0,0
138,2020-04-01 00:20,10.2,0,253.8,1.5,1014,1014.5,75.5,0,0
138,2020-04-01 00:21,10.2,0,243.2,1.5,1014,1014.5,75,0,0
138,2020-04-01 00:22,10.2,0,248.5,1.6,1014.1,1014.6,74.4,0,0
138,2020-04-01 00:23,10.2,0,244,1.3,1014.1,1014.6,74.6,0,0
138,2020-04-01 00:24,10.2,0,256.9,1.6,1014.1,1014.6,74,0,0
138,2020-04-01 00:25,10.2,0,240.3,1.6,1014.1,1014.6,74.2,0,0
138,2020-04-01 00:26,10.2,0,243.8,2,1014.1,1014.6,73.8,0,0
138,2020-04-01 00:27,10.2,0,240.8,1.8,1014.1,1014.6,73.6,0,0
138,2020-04-01 00:28,10.2,0,246.4,1.6,1014.1,1014.6,73.8,0,0
138,2020-04-01 00:29,10.3,0,249.2,1.6,1014.1,1014.6,74,0,0
138,2020-04-01 00:30,10.3,0,251.1,2,1014.1,1014.6,74.4,0,0
138,2020-04-01 00:31,10.3,0,249.1,1.6,1014.1,1014.6,73.8,0,0
138,2020-04-01 00:32,10.4,0,242.1,1.7,1014.1,1014.6,73.7,0,0
138,2020-04-01 00:33,10.4,0,254.7,1.9,1014.1,1014.6,73.9,0,0
138,2020-04-01 00:34,10.4,0,245.4,1.6,1014.1,1014.6,73.7,0,0
138,2020-04-01 00:35,10.4,0,251.6,2.3,1014,1014.5,73.9,0,0
138,2020-04-01 00:36,10.4,0,247.9,2.6,1014,1014.5,74.1,0,0
138,2020-04-01 00:37,10.4,0,252.9,2.4,1014,1014.5,73.9,0,0
138,2020-04-01 00:38,10.4,0,261.6,2.1,1014,1014.5,74.1,0,0
138,2020-04-01 00:39,10.4,0,256.6,1.7,1014,1014.5,74.3,0,0
138,2020-04-01 00:40,10.4,0,262.4,1.9,1013.9,1014.4,73.8,0,0
138,2020-04-01 00:41,10.4,0,266.6,2.4,1013.9,1014.4,74,0,0
138,2020-04-01 00:42,10.4,0,261.9,1.4,1013.9,1014.4,73.8,0,0
