지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
131,2020-12-01 00:01,-.4,0,305.8,1.1,1029.5,1037.1,65.8,0,0
131,2020-12-01 00:02,-.4,0,307.7,1.2,1029.5,1037.1,66,0,0
131,2020-12-01 00:03,-.4,0,317.1,.9,1029.5,1037.1,66,0,0
131,2020-12-01 00:04,-.4,0,309.4,.8,1029.5,1037.1,66.6,0,0
131,2020-12-01 00:05,-.4,0,329.9,.6,1029.5,1037.1,66.3,0,0
131,2020-12-01 00:06,-.3,0,318.4,.4,1029.5,1037.1,66.1,0,0
131,2020-12-01 00:07,-.3,0,309.4,.8,1029.5,1037.1,65.9,0,0
131,2020-12-01 00:08,-.3,0,311.4,.8,1029.5,1037.1,65.9,0,0
131,2020-12-01 00:09,-.4,0,310.2,.8,1029.5,1037.1,66.1,0,0
131,2020-12-01 00:10,-.4,0,304.7,.7,1029.4,1037,66.1,0,0
131,2020-12-01 00:11,-.4,0,305.2,.5,1029.4,1037,66,0,0
131,2020-12-01 00:12,-.5,0,289.9,.6,1029.4,1037,66.2,0,0
131,2020-12-01 00:13,-.5,0,284.7,.5,1029.4,1037,66.8,0,0
131,2020-12-01 00:14,-.5,0,271.7,.5,1029.4,1037,67,0,0
131,2020-12-01 00:15,-.6,0,278.8,.7,1029.4,1037,67.4,0,0
131,2020-12-01 00:16,-.7,0,277.9,.8,1029.3,1036.9,67.9,0,0
131,2020-12-01 00:17,-.7,0,270.4,.7,1029.3,1036.9,67.8,0,0
131,2020-12-01 00:18,-.7,0,271.4,.7,1029.3,1036.9,68.3,0,0
131,2020-12-01 00:19,-.8,0,277.1,.7,1029.4,1037,68.9,0,0
131,2020-12-01 00:20,-.8,0,285.6,.8,1029.4,1037,69.4,0,0
131,2020-12-01 00:21,-.9,0,281.3,.7,1029.4,1037,69,0,0
131,2020-12-01 00:22,-.9,0,281,.7,1029.4,1037,69.6,0,0
131,2020-12-01 00:23,-.9,0,289.6,.7,1029.5,1037.1,69.8,0,0
131,2020-12-01 00:24,-.9,0,290.5,.7,1029.5,1037.1,70.6,0,0
131,2020-12-01 00:25,-.9,0,300.9,.9,1029.4,1037,70.2,0,0
131,2020-12-01 00:26,-.8,0,305.9,.8,1029.4,1037,70,0,0
131,2020-12-01 00:27,-.7,0,313.4,.7,1029.4,1037,69.9,0,0
131,2020-12-01 00:28,-.7,0,311.5,1,1029.4,1037,70.5,0,0
131,2020-12-01 00:29,-.7,0,315.5,.9,1029.4,1037,69.2,0,0
131,2020-12-01 00:30,-.7,0,305.2,.9,1029.4,1037,68.4,0,0
131,2020-12-01 00:31,-.8,0,311,.8,1029.4,1037,67.7,0,0
131,2020-12-01 00:32,-.9,0,316.4,.8,1029.4,1037,67.8,0,0
131,2020-12-01 00:33,-.9,0,310.3,1.1,1029.5,1037.1,67.7,0,0
131,2020-12-01 00:34,-1,0,309.5,1,1029.5,1037.1,66.9,0,0
131,2020-12-01 00:35,-1,0,309.4,1,1029.6,1037.2,66.6,0,0
131,2020-12-01 00:36,-1,0,306.3,1.1,1029.6,1037.2,67.2,0,0
131,2020-12-01 00:37,-1,0,307,1.2,1029.6,1037.2,67.6,0,0
131,2020-12-01 00:38,-1,0,300.8,1.2,1029.6,1037.2,67.3,0,0
131,2020-12-01 00:39,-.9,0,293.6,1.2,1029.6,1037.2,67.2,0,0
131,2020-12-01 00:40,-1,0,296.4,1,1029.6,1037.2,68,0,0
131,2020-12-01 00:41,-1,0,282.5,.7,1029.6,1037.2,67.7,0,0
131,2020-12-01 00:42,-.9,0,268.8,.6,1029.6,1037.2,68.3,0,0
131,2020-12-01 00:43,-.9,0,263.9,.6,1029.7,1037.3,68.1,0,0
131,2020-12-01 00:44,-.9,0,273.4,.5,1029.7,1037.3,68.8,0,0
